Inventory MHE,Inventory container,Inventory index,Inventory max index,Item code,Item code owner,item_lot_number,item_expiration_date,Item sort key,Inventory quantity,Inventory damaged quantity,Inventory expired quantity,status
RR ASRS 001,ASRSX003626,4,8,4901991062038,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX007522,6,8,4905426706665,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX004974,8,8,4902506349941,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX005111,8,8,4901478087769,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009809,2,8,4901478087776,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX009809,3,8,4901478188053,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX011759,4,8,4902562500263,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX011759,5,8,4902562505930,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX009809,4,8,4901161037705,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX007520,5,8,4901480286860,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003259,2,2,4902506371867,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX005598,1,2,4901470078512,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011756,2,4,4970090318636,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX006581,7,8,4901478173608,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009457,5,8,4971910197547,3,,,,83,0,0,Initial
RR ASRS 001,ASRSX006551,2,4,4573449103336,3,,,,46,0,0,Initial
RR ASRS 001,ASRSX005540,4,4,4970090511617,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX004160,4,4,4901681277735,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX009688,6,8,4902505631986,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX005510,1,4,4902506340467,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX005527,4,4,4963095903211,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX009676,5,8,4902778274286,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX003617,1,4,4902506306029,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX009457,3,8,4971910313749,3,,,,71,0,0,Initial
RR ASRS 001,ASRSX009868,4,8,4901991903881,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX009438,6,8,4902778142585,3,,,,62,0,0,Initial
RR ASRS 001,ASRSX005684,2,4,4589435522609,3,,,,130,0,0,Initial
RR ASRS 001,ASRSX005642,2,4,4902506162106,3,,,,49,0,0,Initial
RR ASRS 001,ASRSX011798,2,2,4990592660149,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX005512,4,4,4971910302422,3,,,,137,0,0,Initial
RR ASRS 001,ASRSX004077,2,4,4902505544255,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009808,8,8,4902505544118,1,,,,28,0,0,Initial
RR ASRS 001,ASRSX006495,1,8,4971910275085,3,,,,61,0,0,Initial
RR ASRS 001,ASRSX009344,2,8,4971910214022,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX009567,2,8,4971910219201,3,,,,76,0,0,Initial
RR ASRS 001,ASRSX009085,1,1,4902205347941,3,,,,59,0,0,Initial
RR ASRS 001,ASRSX003998,3,8,4901681531219,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX007045,1,2,4979093414529,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX005435,4,4,4901991022926,1,,,,48,0,0,Initial
RR ASRS 001,ASRSX006518,1,4,4901427279597,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX009310,4,8,4902778142684,3,,,,46,0,0,Initial
RR ASRS 001,ASRSX004459,1,2,4903419843014,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006603,8,8,4901478133299,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX006747,1,8,4511338007303,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003659,2,4,4902562339726,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX007522,7,8,4970116044532,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX006581,3,8,4902562498430,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006581,4,8,4902562432816,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004992,3,8,4902071500839,3,,,,46,0,0,Initial
RR ASRS 001,ASRSX006586,8,8,4589724903805,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX011704,1,1,4902031002359,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX011462,2,4,4971910197493,3,,,,149,0,0,Initial
RR ASRS 001,ASRSX003432,5,8,4901681310746,3,,,,67,0,0,Initial
RR ASRS 001,ASRSX009640,1,8,4903076102448,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006009,2,4,4582529523834,1,,,,35,0,0,Initial
RR ASRS 001,ASRSX009303,3,8,4549395166466,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005512,1,4,4971910302446,3,,,,120,0,0,Initial
RR ASRS 001,ASRSX005527,3,4,49440133,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX006850,2,4,4901427266566,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX006872,3,4,4971910207963,3,,,,276,0,0,Initial
RR ASRS 001,ASRSX006653,2,8,5701221433503,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX005152,4,8,4987167056094,1,,,,39,0,0,Initial
RR ASRS 001,ASRSX006465,8,8,4903419847258,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX005125,6,8,4903419847579,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX009635,1,8,4589435521992,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX003817,5,8,4901770345444,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX005778,7,8,4902506349668,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009102,7,8,4902505670220,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009714,3,8,4903419842857,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009301,1,8,4902778273289,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX006670,8,8,4971910219188,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX007525,2,8,4901478087547,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX008136,2,8,4909510174637,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005684,3,4,4589435522616,3,,,,115,0,0,Initial
RR ASRS 001,ASRSX006621,1,8,4902778147818,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX009718,3,8,4902778092439,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX009931,2,8,4963095903082,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX009791,5,8,4906643014243,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009435,1,8,4902506162090,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX006872,4,4,4971910315026,3,,,,156,0,0,Initial
RR ASRS 001,ASRSX003840,7,8,4511338041567,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX003589,2,4,4901480351759,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX006450,4,8,4902505543739,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX009791,7,8,4901770622538,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX005463,6,8,4902506358776,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009312,1,8,4974052280115,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX003441,2,8,4902778274231,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX009301,4,8,4902778248348,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX011759,8,8,4970116037398,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX007461,6,8,4511338051535,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX005444,4,4,4987167034009,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009673,2,8,4901991063387,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX003644,5,8,4971910242612,3,,,,45,0,0,Initial
RR ASRS 001,ASRSX003620,2,4,4902778281505,3,,,,45,0,0,Initial
RR ASRS 001,ASRSX009301,8,8,4902778654064,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX003472,3,8,4902778253496,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX003669,6,8,4902506307477,3,,,,89,0,0,Initial
RR ASRS 001,ASRSX010569,3,8,4961099833398,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX005439,1,4,4903419847111,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX003467,3,8,4902778216989,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX006760,5,8,4902778092729,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004992,2,8,4977564518691,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX009770,3,8,4902506340894,1,,,,19,0,0,Initial
RR ASRS 001,ASRSX010441,6,8,4589435523354,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX009635,8,8,4589435553139,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX006450,8,8,4902505533617,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX003644,6,8,4971910274385,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX009865,3,8,4901681887972,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004284,2,4,4902850038171,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX003021,1,2,4902805341769,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX003445,3,8,4902778274071,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009304,6,8,4902562359533,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003640,1,8,4902506402424,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX003441,5,8,4902778225448,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX003829,4,4,4902506158550,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX009115,5,8,4902506275530,3,,,,21,0,0,Initial
RR ASRS 001,ASRSX009690,5,8,4902778214558,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006840,3,8,4902506339492,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009567,4,8,4971910286609,3,,,,52,0,0,Initial
RR ASRS 001,ASRSX005439,4,4,4903419847135,1,,,,13,0,0,Initial
RR ASRS 001,ASRSX006482,2,8,4902505490248,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX003640,2,8,4902506221681,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX011462,3,4,4971910239643,3,,,,151,0,0,Initial
RR ASRS 001,ASRSX006871,2,4,4903419846367,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009098,6,8,4902506162090,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX006445,1,8,4903419847012,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005125,5,8,4903419847029,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX009435,2,8,4902506353177,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX003987,7,8,4902778763636,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006415,4,8,4955414264004,3,,,,51,0,0,Initial
RR ASRS 001,ASRSX006556,5,8,4903419847074,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX011787,1,1,4901480027142,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX006524,4,4,4902562499253,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX009098,2,8,4902506287144,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX006013,1,2,4902562432144,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX009167,1,8,4589724903843,3,,,,180,0,0,Initial
RR ASRS 001,ASRSX006842,2,4,4971910315088,3,,,,120,0,0,Initial
RR ASRS 001,ASRSX009543,1,8,4902505490323,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX006448,3,8,4902505593673,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX003248,2,2,4901771315019,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX005439,3,4,4903419847098,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX004636,7,8,4905260694043,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX005586,1,8,4974052714139,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX006665,8,8,4977564617202,3,,,,47,0,0,Initial
RR ASRS 001,ASRSX005053,1,8,4902505573590,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX006556,1,8,4903419847036,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX006842,3,4,4971910315088,3,,,,65,0,0,Initial
RR ASRS 001,ASRSX004436,5,8,4901991904086,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX006871,3,4,4903419847067,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006495,4,8,4971910186923,3,,,,98,0,0,Initial
RR ASRS 001,ASRSX009769,6,8,4901681888061,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX003985,3,8,4511338010754,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX005125,4,8,4903419847043,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX006650,2,8,4901681424757,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004648,7,8,4516085238239,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005125,3,8,4903419846916,1,,,,24,0,0,Initial
RR ASRS 001,ASRSX005805,7,8,4902850406741,1,,,,14,0,0,Initial
RR ASRS 001,ASRSX010307,1,8,4902505614248,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX009656,4,8,4902506300560,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX009381,1,8,4902506402202,1,,,,29,0,0,Initial
RR ASRS 001,ASRSX009167,8,8,4589435553146,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX006465,7,8,4903419843205,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009312,5,8,4902506371720,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009115,4,8,4902506421135,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006445,2,8,4903419844028,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX003359,1,1,4004117258107,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX005438,3,4,4903419846992,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX009529,1,8,4522163037298,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX003257,2,2,4901490057481,3,,,,90,0,0,Initial
RR ASRS 001,ASRSX011605,3,8,4902778142516,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX006445,4,8,4903419846954,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005656,1,4,4971910265536,3,,,,63,0,0,Initial
RR ASRS 001,ASRSX009785,1,8,4902778302286,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX003962,7,8,4906186070706,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006556,6,8,4903419846978,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006586,1,8,4589435556819,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX004131,3,8,4901427411188,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX006163,2,4,4589435522630,3,,,,85,0,0,Initial
RR ASRS 001,ASRSX009529,2,8,4522163037250,3,,,,54,0,0,Initial
RR ASRS 001,ASRSX005830,6,8,4971910276020,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX006127,1,4,4589435522647,3,,,,80,0,0,Initial
RR ASRS 001,ASRSX004773,1,4,4902850317481,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX009299,2,8,4902805190749,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX007551,3,8,4902506283603,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX004327,3,8,4519001355966,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX003626,1,8,4901991637144,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX009689,6,8,4902778273289,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX009313,2,8,4902506228284,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX006556,2,8,4903419846985,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX009714,5,8,4903419846923,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX006445,7,8,4903419846947,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005778,5,8,4902506422385,3,,,,85,0,0,Initial
RR ASRS 001,ASRSX005757,2,8,4902778209257,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX012002,2,8,4901681882014,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006445,3,8,4903419846961,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006465,4,8,4903419346416,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX003362,1,1,4004117258107,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX003350,1,1,4004117258114,3,,,,70,0,0,Initial
RR ASRS 001,ASRSX005444,3,4,4987167000189,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX012002,6,8,4901681575794,3,,,,61,0,0,Initial
RR ASRS 001,ASRSX009711,3,8,4902787429080,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX006086,2,2,4903419334598,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX003417,3,8,4977524158783,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX005675,4,4,4970090336593,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX003438,3,8,4971910274866,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX003987,1,8,4963095903068,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006656,1,8,4977524163244,1,,,,48,0,0,Initial
RR ASRS 001,ASRSX005125,2,8,4903419131821,1,,,,32,0,0,Initial
RR ASRS 001,ASRSX006421,1,8,4902505488344,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006575,2,8,49454949,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX004412,6,8,4901991061895,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX010510,1,2,4970051017547,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX010510,2,2,4970051021728,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX010886,1,1,4979093582648,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX006670,4,8,4573449102773,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX007447,4,8,4902505450761,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX005418,3,4,4549526603587,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX009558,2,8,4902505646591,1,,,,19,0,0,Initial
RR ASRS 001,ASRSX010097,2,2,4901770605975,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX005433,3,4,4903419846305,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX006655,1,8,4977524162964,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006014,1,4,4902870835859,1,,,,13,0,0,Initial
RR ASRS 001,ASRSX004021,1,2,4974214158665,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX005135,8,8,4902805821575,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX004428,2,8,4511338008591,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX003356,1,1,4004117258381,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX006492,6,8,4971910186794,3,,,,69,0,0,Initial
RR ASRS 001,ASRSX009544,3,8,4516278959293,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX003361,1,1,4004117258381,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX003353,1,1,4004117258381,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX009167,4,8,4589435553276,3,,,,61,0,0,Initial
RR ASRS 001,ASRSX009714,4,8,4903419361020,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX006655,2,8,4977524160670,1,,,,31,0,0,Initial
RR ASRS 001,ASRSX003092,2,2,4902205625322,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX009697,1,8,4901478068539,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004412,8,8,4901991061888,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006986,1,2,4901478194818,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX004992,7,8,4522163037588,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX005000,7,8,4902506289414,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX011343,8,8,4902850500654,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX009187,4,8,4990212207419,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX005458,7,8,4902506345332,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX011343,1,8,4902850031554,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX004323,1,8,4963346114656,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009697,3,8,4901478181009,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009697,8,8,4974052759086,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX006650,3,8,4901681715725,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX003427,2,8,4902850455213,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX003427,3,8,4902850455183,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX011343,5,8,4902850282222,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006639,1,8,4955414561707,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009697,2,8,4901478128264,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX009683,8,8,4901478131790,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006467,7,8,4901681570225,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX003927,5,8,4901681462018,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX005529,4,4,4987580111073,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX006639,2,8,4007817538746,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006650,1,8,4901681628636,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX005679,3,4,4971910252864,3,,,,101,0,0,Initial
RR ASRS 001,ASRSX006650,8,8,4977114112973,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX003427,1,8,4902850027441,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX011343,4,8,4902850455220,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX011970,3,8,4901690657122,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011970,8,8,4549395032310,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX005152,6,8,4987167101688,1,,,,13,0,0,Initial
RR ASRS 001,ASRSX004323,3,8,4905426036489,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX009688,3,8,4902505640278,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009931,3,8,4963095903211,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009122,3,8,4901681108107,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX005731,1,1,4970116054975,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX009956,6,8,4902505436680,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX004992,1,8,4977564644475,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX010880,1,1,4901427802801,3,,,,67,0,0,Initial
RR ASRS 001,ASRSX004648,1,8,4970116033673,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX004278,1,8,4901478180750,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011970,2,8,4519001562371,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009907,7,8,4901991061079,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009931,5,8,4963095903075,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX007297,2,2,4903419348113,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX004970,1,8,4902506418395,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX006534,3,4,4902562432199,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX005586,6,8,4973107991341,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009380,8,8,8887862961579,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX007539,7,8,4901681576012,3,,,,21,0,0,Initial
RR ASRS 001,ASRSX010150,2,8,4971910186794,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009380,7,8,4519001660725,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006590,4,8,4976512702540,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX005529,2,4,4970116041111,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009529,5,8,4972572420028,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX006665,4,8,4901427304770,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX003387,3,8,4976512000882,1,,,,34,0,0,Initial
RR ASRS 001,ASRSX009380,6,8,4519001660732,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX006590,3,8,4976512000387,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009435,3,8,4902505555244,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX006590,5,8,4976512000875,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX003387,2,8,4976512042325,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004278,4,8,4901681551323,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009673,4,8,4901991061802,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX004636,8,8,4970116054531,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX004278,3,8,4901681216239,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX006590,7,8,4976512000868,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX009317,1,8,4901991059038,1,,,,23,0,0,Initial
RR ASRS 001,ASRSX006583,3,8,4902562433448,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX010877,1,1,4901427802801,3,,,,76,0,0,Initial
RR ASRS 001,ASRSX009646,4,8,4902506251480,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX007533,3,8,4511338056356,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX010878,1,1,4901427802801,3,,,,69,0,0,Initial
RR ASRS 001,ASRSX010879,1,1,4970116040619,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX011944,1,8,4901991652260,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX009187,6,8,4990212000997,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009790,6,8,4990212018329,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005152,2,8,4987167095185,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006642,7,8,4902505141799,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX005461,1,8,4901480401652,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX003251,1,2,4902505569289,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX007007,1,2,4905040054951,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006562,6,8,4990212018343,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX007534,4,8,4990212018398,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX010991,1,1,4905040056047,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX011793,7,8,4990212010873,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX007000,2,2,4905040056047,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009793,6,8,4990212008023,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX003987,8,8,4901770830520,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006495,6,8,4971910313824,3,,,,57,0,0,Initial
RR ASRS 001,ASRSX003987,3,8,4901681188673,1,,,,50,0,0,Initial
RR ASRS 001,ASRSX003645,5,8,4990212018350,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX011986,6,8,4902505299001,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004886,6,8,4905260635190,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX003429,2,8,4970116007872,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009185,1,8,4990212008115,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX011973,6,8,4901610216927,1,,,,4,0,0,Initial
