Inventory MHE,Inventory container,Inventory index,Inventory max index,Item code,Item code owner,item_lot_number,item_expiration_date,Item sort key,Inventory quantity,Inventory damaged quantity,Inventory expired quantity,status
RR ASRS 001,ASRSX003694,1,1,4901681522309,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX003963,1,8,4902562256023,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX011957,3,8,4511338008157,1,,,,34,0,0,Initial
RR ASRS 001,ASRSX003963,6,8,4511338010679,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX009519,4,8,4901681531325,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX005001,7,8,4511338041444,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009936,1,8,4901478190841,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009637,3,8,4901478188183,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX010322,5,8,4901681140015,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX005001,4,8,4511338064085,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX009239,7,8,4901478180620,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009637,8,8,4901478180705,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX004922,3,4,4902805355445,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX006443,4,8,4901681492961,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX005236,5,8,4589435522685,3,,,,65,0,0,Initial
RR ASRS 001,ASRSX007522,3,8,4902562433523,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX005269,1,2,4550451182863,3,,,,55,0,0,Initial
RR ASRS 001,ASRSX009065,2,4,4573356274853,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX004850,2,2,4902506189547,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006010,2,4,4979093575343,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX003633,3,8,4902506287052,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX005670,3,4,4902506387431,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX010305,7,8,4902506165602,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX011967,1,8,4902850453431,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX007541,6,8,4902506259004,1,,,,26,0,0,Initial
RR ASRS 001,ASRSX009887,6,8,4902505572050,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX005473,4,8,4901681296132,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006785,1,4,4901991013344,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX004251,1,8,4901681310630,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006550,1,4,4901681316717,1,,,,52,0,0,Initial
RR ASRS 001,ASRSX004968,4,4,4901991651522,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004004,2,8,4511338041482,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006463,8,8,4901681323845,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX005066,1,4,4902850021678,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX003911,1,4,4903419134280,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX003633,6,8,4902506351722,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX006550,4,4,4901681186228,1,,,,34,0,0,Initial
RR ASRS 001,ASRSX011998,2,8,4902506420381,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX004427,5,8,4901681209798,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX003972,5,8,4901681230020,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011753,2,4,4974052169205,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009370,6,8,4902506234650,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX009637,4,8,4901478130335,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX005072,1,4,4901681195299,1,,,,72,0,0,Initial
RR ASRS 001,ASRSX009936,6,8,4901478186370,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009239,8,8,4901478031236,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009416,2,2,4974214183711,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX009318,6,8,4991277285510,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX009677,7,8,4901681328932,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006536,2,4,4902506413277,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX005474,6,8,4901681350490,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006463,2,8,4901681351473,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX009833,2,2,4902505325250,1,,,,103,0,0,Initial
RR ASRS 001,ASRSX009463,8,8,4901681351275,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX007428,8,8,4902505366017,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX004213,2,2,4901480400341,1,,,,284,0,0,Initial
RR ASRS 001,ASRSX009672,1,8,4901681328819,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX004251,2,8,4901681351459,1,,,,19,0,0,Initial
RR ASRS 001,ASRSX003007,6,8,4901991903911,3,,,,37,0,0,Initial
RR ASRS 001,ASRSX005068,3,4,4902805864893,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX005237,1,2,4550451149927,3,,,,45,0,0,Initial
RR ASRS 001,ASRSX005083,2,4,4902787013845,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX007112,1,1,4902205239253,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX008345,1,1,4550432125674,3,,,,45,0,0,Initial
RR ASRS 001,ASRSX003713,2,2,4901478174254,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX009708,2,8,4902850041089,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX005087,2,4,4979093139101,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006429,8,8,4901681351312,1,,,,14,0,0,Initial
RR ASRS 001,ASRSX011277,6,8,4970116037626,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX009304,4,8,4901478172892,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX009473,1,8,4582529505465,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX004314,1,8,4548623491066,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009637,1,8,4901478173585,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX009203,1,1,4901478174933,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX011273,8,8,4902505482410,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX008457,2,2,4901480067490,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006140,1,4,4512367913436,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX005297,6,8,4901770541280,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX008102,4,4,4961099817695,3,,,,74,0,0,Initial
RR ASRS 001,ASRSX003635,1,8,4901881239854,1,,,,27,0,0,Initial
RR ASRS 001,ASRSX007009,1,2,4970116055750,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX006647,7,8,4901681415519,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX004251,8,8,4901681130245,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX007842,1,1,4901478018961,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX003981,6,8,4901681360437,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009161,2,8,4901681423873,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005072,4,4,4901681456161,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011273,5,8,4902505344497,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005473,2,8,4901681370160,1,,,,14,0,0,Initial
RR ASRS 001,ASRSX009451,1,8,4511338052921,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX007077,2,4,4516085239410,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX009531,5,8,4902506376831,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX003526,3,4,4979093120147,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX009689,4,8,4902778745670,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX010322,4,8,4901681415922,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007044,2,2,4902778247525,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX006830,2,8,4511338009482,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX009564,6,8,4902778022252,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX005825,2,8,4901881239922,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX005094,1,8,4902778039946,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX005237,2,2,4550451102359,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX003635,2,8,4901881240058,1,,,,25,0,0,Initial
RR ASRS 001,ASRSX007544,8,8,4902787028931,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX007839,2,8,4902805205603,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004906,2,2,4902805331234,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX004857,3,4,4902805204088,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX003863,2,4,4903419325992,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006808,5,8,4902778092514,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX003848,1,4,4979093312085,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX007827,7,8,4901480382432,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009238,1,8,4901480382692,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX005088,4,4,4901480026503,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX004871,2,4,4902805205597,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX005090,1,4,4901480382685,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX011759,6,8,4902562491424,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX010539,2,8,4901681722730,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX004089,1,2,4903419846053,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011013,1,1,4987167063412,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX004972,5,8,4902562242736,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX007827,2,8,4901480232874,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX006620,8,8,4901881282676,1,,,,47,0,0,Initial
RR ASRS 001,ASRSX004422,4,8,4548623567457,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX004422,2,8,4549395968510,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX004857,4,4,4902805203081,3,,,,46,0,0,Initial
RR ASRS 001,ASRSX006832,6,8,4902805432986,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX010134,7,8,4511338019108,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004678,2,2,4901480021546,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX004828,2,2,4902805331166,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX009238,8,8,4901480261836,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX005090,2,4,4901480151861,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX010883,1,1,4902805152938,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX005280,1,2,4550391630202,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX010144,1,2,4977564511807,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX004878,2,2,4902805331142,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX011948,7,8,4902778318232,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX009238,2,8,4901480351643,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX009227,1,1,4901480370798,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX007827,6,8,4901480299839,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009641,8,8,4549395356003,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX005090,3,4,4901480372990,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX004856,2,4,4902805354097,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX009676,3,8,4902505550355,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX007827,3,8,4901480022963,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX011998,8,8,4903076053108,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX009238,4,8,4901480023441,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX006620,6,8,4901881252327,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX004422,1,8,4548623902821,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX003840,6,8,4511338006887,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX008155,2,4,4901480307336,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX005233,1,2,4582328613590,3,,,,55,0,0,Initial
RR ASRS 001,ASRSX007827,1,8,4901480300542,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX004906,1,2,4902805331555,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX003916,1,1,4935124092814,3,,,,167,0,0,Initial
RR ASRS 001,ASRSX009196,4,8,4549204409012,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX009196,5,8,4952270287420,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX009641,7,8,4512367913573,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX009196,3,8,4549204486624,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX005074,1,4,4573449106269,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX004641,2,4,4987167094799,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX005825,3,8,4901881105111,1,,,,14,0,0,Initial
RR ASRS 001,ASRSX006742,2,2,4901881287046,1,,,,59,0,0,Initial
RR ASRS 001,ASRSX009226,1,1,4512427227671,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX008102,1,4,4977564720223,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX004312,3,8,4902778198186,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX009324,2,8,4512367327332,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX003863,3,4,4903419333171,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009204,4,8,4512367913535,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX009149,6,8,4977564798734,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX004877,1,2,4901427301427,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX005117,6,8,4948299465918,3,,,,36,0,0,Initial
RR ASRS 001,ASRSX006091,1,2,4903419175313,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX005074,2,4,4573449103374,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX003869,1,4,4560183549414,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX009205,7,8,4571351418715,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX009545,2,8,4512427642276,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX006853,2,4,4901427302028,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX008102,2,4,4977564686864,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX005409,2,4,4901881287039,1,,,,79,0,0,Initial
RR ASRS 001,ASRSX004259,3,4,4562316950753,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009212,1,1,4512427227473,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009205,8,8,4571351418821,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX005109,2,8,4573449105897,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004258,3,4,4512427595664,3,,,,48,0,0,Initial
RR ASRS 001,ASRSX010334,4,8,4902787029044,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX006628,3,8,4573449106030,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX005794,4,8,4902778745809,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006628,2,8,4573449106955,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX004095,2,2,4977564702922,1,,,,127,0,0,Initial
RR ASRS 001,ASRSX005109,5,8,4573449107136,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX008156,3,4,4562316950388,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX011198,1,1,4902850452472,1,,,,177,0,0,Initial
RR ASRS 001,ASRSX005096,8,8,4902505450570,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX008156,4,4,4902805332569,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX008156,1,4,4562316951033,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009322,6,8,4549204408732,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009205,3,8,4571351417589,3,,,,38,0,0,Initial
RR ASRS 001,ASRSX005739,8,8,4902506351722,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003826,1,8,4901881283192,3,,,,49,0,0,Initial
RR ASRS 001,ASRSX006420,2,8,4901991647358,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX011768,4,4,4963095900586,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX007802,4,8,4902805821605,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX007802,6,8,4902805433778,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX009322,2,8,4549204477172,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX008090,3,4,4902805123235,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX004871,4,4,4902805121279,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX009322,4,8,4549204434243,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009322,3,8,4549204408428,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX007839,6,8,4902805355117,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX007802,8,8,4902805355209,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009330,1,1,4902805123969,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX008130,1,4,4902850328487,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005409,1,4,4901881142031,1,,,,81,0,0,Initial
RR ASRS 001,ASRSX003635,3,8,4901881182822,1,,,,54,0,0,Initial
RR ASRS 001,ASRSX011997,8,8,4901681531318,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX009486,5,8,4902805830928,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX011717,5,8,4902805422598,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX003857,1,4,4901681531257,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX009706,5,8,4971910242964,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX008182,6,8,4901427191974,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX011972,7,8,4971655222030,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX004356,5,8,4955414510026,3,,,,50,0,0,Initial
RR ASRS 001,ASRSX005541,2,4,4902505673993,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX007553,8,8,4901881182686,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX007802,5,8,4902805498586,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004066,2,4,4902805498593,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006742,1,2,4901881112577,1,,,,101,0,0,Initial
RR ASRS 001,ASRSX012011,2,8,4511338011041,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX009486,8,8,4902805355216,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX011843,4,8,4902505567582,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX006457,1,8,4955414264400,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX004856,1,4,4902805123860,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX009486,6,8,4902805823180,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006767,4,4,4901881112638,1,,,,40,0,0,Initial
RR ASRS 001,ASRSX003842,1,4,4902506371720,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX009306,2,8,4902505544163,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX004856,3,4,4902805656115,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX004066,1,4,4902805123914,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX010318,7,8,4511338006900,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX007839,7,8,4902805355254,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX004828,1,2,4902805123891,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004904,2,2,4902805837118,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX009204,6,8,4512367913412,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX004856,4,4,4902805128780,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX009205,2,8,4571351408402,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX004002,2,8,4974052323041,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX005087,1,4,4902506285041,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004259,1,4,4562316950746,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX004259,2,4,4562316950760,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX004872,4,4,4902805150545,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX004903,1,2,4977564544881,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009324,7,8,4512367310136,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX012008,8,8,4955414925271,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX009486,3,8,4902805821643,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX004840,2,2,4902805128513,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX006507,3,4,4901681863778,3,,,,56,0,0,Initial
RR ASRS 001,ASRSX009204,1,8,4512367913580,3,,,,21,0,0,Initial
RR ASRS 001,ASRSX010554,8,8,4511338007358,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX009149,3,8,4977564650681,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX007802,1,8,4902805432306,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX004641,3,4,4987167000011,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX009149,4,8,4977564511791,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX003693,1,1,4902805137140,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX011176,3,8,4902778184219,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011176,5,8,4902778092415,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006666,4,8,4901681641642,3,,,,67,0,0,Initial
RR ASRS 001,ASRSX007839,5,8,4902805143264,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX004964,1,4,4902506340115,3,,,,72,0,0,Initial
RR ASRS 001,ASRSX009149,7,8,4977564613341,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX009149,1,8,4977564686871,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009149,2,8,4977564584115,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX012005,6,8,4900669030751,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX003639,8,8,4901480335735,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX004909,2,2,4902506259226,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX008155,3,4,4901480333373,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX006628,1,8,4573449107082,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX008155,4,4,4901480232867,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX005962,2,2,4901480344560,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX006853,1,4,4901427121803,3,,,,21,0,0,Initial
RR ASRS 001,ASRSX004877,2,2,4901427266993,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX007804,5,8,4901427109702,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX006111,4,4,4979093310333,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX009545,4,8,4512427056820,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009545,1,8,4512427056707,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011841,5,8,4902505523922,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX004258,1,4,4512427248195,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX009545,3,8,4512427009185,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX007827,4,8,4901480151878,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX004258,2,4,4512427248089,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX011078,4,8,4902778092835,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX008155,1,4,4901480307343,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX007427,4,8,4902778208717,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX003646,3,8,4005401355007,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX010552,2,8,4902505477355,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX003854,4,4,4970051021582,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009472,3,8,4906186070614,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX008161,1,4,4512427227480,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX005109,4,8,4573449106597,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX003864,4,4,4905260692773,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX007804,3,8,4901427110449,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX007537,1,8,4905426706726,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009472,7,8,4905260631758,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX007537,4,8,4905426706719,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX007537,2,8,4905426706702,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX003864,2,4,4905260711245,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX005087,4,4,4512427227589,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX011734,3,8,4909510182779,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX011734,1,8,4909510179366,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006730,2,2,4902805117999,3,,,,61,0,0,Initial
RR ASRS 001,ASRSX009472,4,8,4909510174729,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX003869,4,4,4573449106559,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX011734,7,8,4909510176655,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX011734,5,8,4909510156428,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009067,2,4,4901681467617,1,,,,79,0,0,Initial
RR ASRS 001,ASRSX007804,1,8,4901427081077,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX011734,2,8,4905260721589,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006701,1,2,4901480344461,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX009139,5,8,4511338010556,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX004298,6,8,4901478156250,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX005754,6,8,4549395760985,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006429,4,8,4901681462018,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006428,4,8,4901991707076,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX011963,7,8,4511338019948,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX006463,6,8,4901681467747,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX004187,2,2,4902805128445,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX009383,5,8,4902505526084,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009292,2,8,4901681467716,1,,,,23,0,0,Initial
RR ASRS 001,ASRSX005473,3,8,4901681467723,1,,,,13,0,0,Initial
RR ASRS 001,ASRSX010769,1,1,4977564645656,1,,,,136,0,0,Initial
RR ASRS 001,ASRSX011001,2,2,4979093313013,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX003863,1,4,4905426703978,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX004089,2,2,4905426705958,1,,,,4,0,0,Initial
